id,last_bus_stop_time_visit,pt
249,,0101000020E61000005A1EB5D320D9514030FC3B365D994940
250,,0101000020E6100000C29BDABE6CD851400D068D4FB7974940
251,,0101000020E6100000B7402729D5D8514035AC4E7397994940
252,,0101000020E610000072A774B07ED85140C102F3EBE2974940
253,,0101000020E6100000EC4BDB6479D85140315EF3AACE974940
254,,0101000020E610000016ED3BD054D851405BB9725188974940
255,,0101000020E6100000C1131F4457D8514082316CDE82974940
256,,0101000020E610000050C763062AD85140348639419B974940
257,,0101000020E61000000AF4893C49D85140E3BCA4D6A0974940
258,,0101000020E6100000CFAC5BF319D85140CD9CE4FD6E974940
259,,0101000020E61000008264F0E6DFD75140D62CE11AE9984940
260,,0101000020E6100000C4CDA96400D851403D844C8D2B974940
261,,0101000020E6100000DFDC5F3D6EDA5140E54F0AA991954940
262,,0101000020E6100000CF215FF877DA5140FB17528F7E954940
263,,0101000020E6100000F65091F9B6DB5140463DE9E9C8964940
264,,0101000020E61000005AAAC1EA7EDE514035B1659E01924940
265,,0101000020E6100000B8E864A975DE51401EA8531EDD914940
266,,0101000020E61000009CB289824FDE5140372DC25E72924940
267,,0101000020E6100000D545651E54DD5140A797738467934940
268,,0101000020E61000009AD99DA42FDD51405E24FE7277934940
269,,0101000020E61000001F25C0FA89DE5140D107CBD8D0914940
270,,0101000020E6100000E4B8F88065DD5140C6AEA3607C934940
271,,0101000020E6100000020C70E6FCDC5140F448CD68F5934940
272,,0101000020E61000002CB98AC5EFDB5140F261F6B2ED964940
273,,0101000020E61000002610C017F0DD51407853DB977D934940
274,,0101000020E61000006C63473E0ADC5140135C51EF4E964940
275,,0101000020E61000004BA8853790DE514045CBCBAB84954940
276,,0101000020E61000008B1B125292DC5140707B82C476934940
277,,0101000020E61000002DDCA8047ADC5140643B84961A934940
278,,0101000020E6100000DCD8EC48F5DC5140029365D2F0934940
279,,0101000020E61000003F2A0F1CE1E15140EE2D9BEF96904940
280,,0101000020E61000005040C9D328E2514000016BD5AE8E4940
281,,0101000020E6100000CD77F01307E2514056116E32AA8E4940
282,,0101000020E6100000D229D9FB1EE251401513E51C868E4940
283,,0101000020E61000005BD1E63837DC51402B233F2CE5944940
284,,0101000020E61000004238B066AEDC5140E7ABE46377954940
285,,0101000020E610000007EE409D72E95140C0E38002948F4940
286,,0101000020E6100000CE41864410DD51403A63F3CC26984940
287,,0101000020E61000001ABBE93BE4DC5140DA7C128E0F984940
288,,0101000020E6100000B2EEC451DEDB514010C41E7F0E974940
289,,0101000020E6100000233F2CE546DD51406E0BE0771D934940
290,,0101000020E6100000C95A9E62B0DE5140C65B9D5214944940
291,,0101000020E6100000F7B41E1906DE5140341477BCC9934940
292,,0101000020E6100000065152BBBADD51407F2EBF78AB934940
293,,0101000020E61000007B4908FB9BDA5140BE141E34BB924940
294,,0101000020E6100000FF6D60BC30DB5140E1A41FC319934940
295,,0101000020E61000008118326832DB51404EA14ED42D934940
296,,0101000020E6100000644051346ADE51401D6F97A201944940
297,,0101000020E61000008A96975789D8514038FF0AF4E4964940
298,,0101000020E61000005BC933D4CDDE51400BF379200D924940
299,,0101000020E61000001FD5552621DF51408D11E4FB3D924940
300,,0101000020E610000095545C0B69DF51400080AD5CB9914940
301,,0101000020E6100000D72DA7A98ADF5140BF3225485B914940
302,,0101000020E610000030D46185DBDF5140256B1ED14E914940
303,,0101000020E6100000767BFFD519E05140B4AACA6372914940
304,,0101000020E61000002CBCCB457CE05140C63CE1DBAA914940
305,,0101000020E61000009C89E942ACE051403596B036C6914940
306,,0101000020E61000005187156EF9E05140227024D0608E4940
307,,0101000020E61000004A35A26AAAE051401B04673A858E4940
308,,0101000020E61000001C4FBAE303E1514040FDC286028F4940
309,,0101000020E6100000CC1D47BDF1E05140740D8EED108F4940
310,,0101000020E6100000E92CB30845C05140919A7631CDA74940
311,,0101000020E6100000007D11233AC05140F7DE292ED8A74940
312,,0101000020E6100000A83C15CB88C551405B07077B13A24940
313,,0101000020E610000069311DDF83C551405447D80121A24940
314,,0101000020E6100000DB2626B90DCB51406BC9F495519F4940
315,,0101000020E610000068BE39121ECB5140EC3F7CAA549F4940
316,,0101000020E61000001AEC979963DA51406715EC7541984940
317,,0101000020E6100000D9655309AAD85140BAF9A12D42984940
318,,0101000020E6100000C3C4D5B782D5514080AB860ECB984940
319,,0101000020E61000006EBCE07863D5514027FCADF8E1984940
320,,0101000020E61000007F4B00FE29D55140253E7782FD984940
321,,0101000020E6100000328DCB5D70D451404E8A45C2AD9A4940
322,,0101000020E61000009B351DA622DA51409FD8F96D3E974940
323,,0101000020E6100000C1093B7B1DD95140E3D81FCDFD964940
324,,0101000020E6100000BF64E3C116D9514059CFFF6101974940
325,,0101000020E6100000C1C58A1ACCE1514011FFB0A547914940
326,,0101000020E610000073501D064EE15140CB36267ACF914940
327,,0101000020E61000002BF702B3C2E15140D00946CABB914940
328,,0101000020E6100000B7B3AF3CC8E1514074AC9C07C1914940
329,,0101000020E61000006A8FCD44C7E1514092280F666E924940
330,,0101000020E6100000ABAEE87BB2E15140AB9A7BA3B1924940
331,,0101000020E61000000992D2C757E151408D49DAE8F7924940
332,,0101000020E61000005114E813F9E05140F09CD26641934940
333,,0101000020E6100000137761107DE05140843EA253A1934940
334,,0101000020E61000008C2A68FF28E0514010786000E1934940
335,,0101000020E6100000B30B06D7DCDF5140B7F75F9D19944940
336,,0101000020E61000000102316450DF51404C33823232944940
337,,0101000020E6100000274EEE77A8DC51401B8CC7FB27924940
338,,0101000020E6100000EECF4543C6DC51401074B4AA25924940
339,,0101000020E61000005F9DBEF9E8E15140BF5653A3A1904940
340,,0101000020E61000006CD8A5FCDADD5140C94B48B599914940
341,,0101000020E6100000DF26ED57CBDD51402C0483B57B914940
342,,0101000020E6100000BC49C27490DD5140416A6EE069924940
343,,0101000020E6100000D1819B7B7EDD514018A18E7D7F924940
344,,0101000020E6100000603AADDB20DA51403CDC0E0D8B8C4940
345,,0101000020E6100000F9A5D997C7D95140574DC6E7048B4940
346,,0101000020E61000001E87664323DA51405200D6F4EA8A4940
347,,0101000020E61000006018552BB8D95140E1EF17B3258F4940
348,,0101000020E61000001B081390C0D95140A7954220978F4940
349,,0101000020E61000003D6EAE50DAD9514022AB5B3D27904940
350,,0101000020E6100000C68C4BB013DB514000C8091346904940
351,,0101000020E6100000BB270F0B35DB5140D42AFA4333904940
352,,0101000020E6100000CFCD48CED3DE5140CFD72C978D944940
353,,0101000020E6100000F1248EE1D6DE514002AE75F39E944940
354,,0101000020E610000061325530AADE51400FE14ED834944940
355,,0101000020E610000015BC32B962E1514023BDA8DDAF8F4940
356,,0101000020E610000061E701872BE151400F80B8AB57904940
357,,0101000020E6100000DC2F9FAC18E15140A59D3F129B904940
358,,0101000020E6100000B7E6D88BB2E051403F7100FDBE914940
359,,0101000020E6100000398BCD7D28E051401179814875914940
360,,0101000020E61000007E8AE3C0ABDF5140126FF8382E914940
361,,0101000020E6100000624E2BE079DF514091DA1F8370914940
362,,0101000020E6100000908312665ADF514082131B3DC8914940
363,,0101000020E6100000941C0B653CDF5140D3461A811D924940
364,,0101000020E6100000659B6560AEDB5140BE6FD7A60C904940
365,,0101000020E61000000E89D6E5EFDB5140FA84477600904940
366,,0101000020E61000008D4127848EDB514032772D211F904940
367,,0101000020E61000009558631A97DA5140997BED3E6C904940
368,,0101000020E610000022CBDD42B2DA51408698011D9C964940
369,,0101000020E6100000F796CD77CBDB5140AF8916EAFA8E4940
370,,0101000020E610000053ACBFCAC6DB51408BBF92509F8E4940
371,,0101000020E6100000EFCC5F7CACDB51406452E8610D8E4940
372,,0101000020E61000005B7A34D593DB5140A7ADB607C68D4940
373,,0101000020E61000006323B5F578DB514069E04735EC8C4940
374,,0101000020E610000087F3154960DB5140757E4056A68C4940
375,,0101000020E6100000F21B70A7BEDA5140FA861D215E8C4940
376,,0101000020E6100000E4AF7F8DDADA5140E60FBC10618C4940
377,,0101000020E61000009745178A2ADB514010690A534A8C4940
378,,0101000020E610000031DF0BDD36DA514069ED6C7EB2924940
379,,0101000020E6100000FA53F4D173DD5140C878944A78984940
380,,0101000020E6100000E3C0502CDCDD51406528DD4C3B8F4940
381,,0101000020E6100000654689A7E8DD514056E938C8358F4940
382,,0101000020E61000007E0283FF08DE5140F887D28327904940
383,,0101000020E6100000BEE8E1BA18DE5140F524FAC621904940
384,,0101000020E6100000E0B254281CDE514034E1F2B3EC904940
385,,0101000020E61000007C4ED5986BDB5140847291312D8C4940
386,,0101000020E6100000DDDE7F7566DC5140DE0F2ED3E58B4940
387,,0101000020E610000089658E4017DC514055C84BEDFB8B4940
388,,0101000020E61000005656E4219DDC514015D33BCBE28B4940
389,,0101000020E61000007D0CB155DDDB51404ECC1F78218F4940
390,,0101000020E6100000560A26A36FDD514018B14F00C5924940
391,,0101000020E61000006284F06863DD5140FD84B35BCB924940
392,,0101000020E61000005A1943EF43D951404A4B40A77B984940
393,,0101000020E61000003F879E3910D951405BD3BCE314984940
394,,0101000020E6100000FAAD426F16D95140A909EC7B1E984940
395,,0101000020E6100000F9BCE2A947D951406187D62F7D984940
396,,0101000020E6100000925CFE43FAD85140299BCD3EEA974940
397,,0101000020E6100000F571231BFED85140C2F7FE06ED974940
398,,0101000020E6100000A19119B9B8D8514015A28D6D63974940
399,,0101000020E61000004CACE7FF30D8514088653387A4974940
400,,0101000020E61000007D1A417452D8514043273A819F974940
401,,0101000020E610000062EB634F4CD8514054724EECA1974940
402,,0101000020E610000034E895FC19D85140115FDCFC75974940
403,,0101000020E6100000F2A9AD22EDD75140264FFE93649A4940
404,,0101000020E610000094E645DC52D751409A2C49F9A4994940
405,,0101000020E61000004BA5E9FD90D7514031314C5C7D994940
406,,0101000020E61000001C85DA25E0D95140ACB07499F5984940
407,,0101000020E6100000F847293284D95140416326512F994940
408,,0101000020E61000007B5A8F0C03DA5140FE1F71D932974940
409,,0101000020E6100000E542E55FCBD95140FE7854A126974940
410,,0101000020E6100000241F0599AED85140448A01124D984940
411,,0101000020E61000003B7AB2510CDA5140DF985423AA954940
412,,0101000020E6100000D29C06569FD75140D68BA19C68914940
413,,0101000020E61000009E0AB8E779D75140CCECF318E5904940
414,,0101000020E6100000A956BA1688D75140F2F16492EC904940
415,,0101000020E61000004557D8C2E2DD51402535594865914940
416,,0101000020E6100000A27A10A7B8D95140F138FBB957904940
417,,0101000020E6100000DC9E20B1DDD7514020D4A0C3D7924940
418,,0101000020E6100000B44EA61BF2D851408613E2DB05934940
419,,0101000020E6100000A2F1441067D851400C772E8CF4924940
420,,0101000020E610000094F7713447D85140952133BCFE954940
421,,0101000020E61000007094618154D45140A829B80EC49A4940
422,,0101000020E61000009947FE60E0D95140571FB4C304904940
423,,0101000020E6100000663D6B6DD0D95140305D2D1CAD8F4940
424,,0101000020E6100000CD96074463D951409BCCD3145C904940
425,,0101000020E6100000D755DC13FFDA5140C3C4D5B7828A4940
426,,0101000020E61000006A7F0CC201DB514084BE4FB05A8A4940
427,,0101000020E61000001E6BEB4CC6DA51406A6CAF05BD8A4940
428,,0101000020E6100000AC996B8775DA51402228C819D48A4940
429,,0101000020E6100000ABD5B210F8D95140D61EF642018B4940
430,,0101000020E6100000A1359AB745DA514046240A2DEB8A4940
431,,0101000020E61000005D26D41D55D951400F09DFFB1B944940
432,,0101000020E6100000F682AA2C65D851400589EDEE01964940
433,,0101000020E6100000522B4CDF6BD751409F4ABCF20F934940
434,,0101000020E610000053324AE18BE251404242942F68914940
435,,0101000020E6100000B5B4649F11DB5140E001542756914940
436,,0101000020E610000067576B7242DB51405361C7DA3A914940
437,,0101000020E6100000B988EFC4ACDA5140687B4F406E914940
438,,0101000020E6100000ABAA3C26F7DB5140E4DBBB067D934940
439,,0101000020E6100000D487E41A55DC51407E0283FF08954940
440,,0101000020E6100000EDF549496ADC51401E9B2ED516954940
441,,0101000020E6100000E5828EB1EEDC5140A98CDA58E4944940
442,,0101000020E6100000796C150E4EDD5140F123230CA8944940
443,,0101000020E61000008FF6E40668DD5140138FD5F72B944940
444,,0101000020E6100000102CFD3AA6DD514048BCE1E3B8924940
445,,0101000020E6100000EFFC474B0ADE514083A856BA16934940
446,,0101000020E6100000B6FBB039E2D85140B907D79244994940
447,,0101000020E6100000982ABDDB61DA514026F5AFF6C1984940
448,,0101000020E6100000E954432C2CDB5140D727CAEF7E8B4940
449,,0101000020E61000008B02D8DB41DB514088D459D2F68B4940
450,,0101000020E610000084C76DEA72DA51409B34B2D0738C4940
451,,0101000020E61000002CF9331713DB514001A7D2AAF18A4940
452,,0101000020E6100000A13193A817DB5140B715B13ED48A4940
453,,0101000020E6100000844DF80038DA5140CE2D196C8F8C4940
454,,0101000020E6100000598638D645DB5140EC8497E0D48B4940
455,,0101000020E6100000E3665D482CDB5140DC8FCA03478B4940
456,,0101000020E610000045C82F7205DB5140FECF06054A8C4940
457,,0101000020E6100000BD772F5283DB5140F1FDC34C918B4940
458,,0101000020E6100000585B0C795FDB5140B2D41F065F8C4940
459,,0101000020E6100000C1FD254E93DA51401DB17158758C4940
460,,0101000020E6100000D4A6A0913EDC514012FB5F09FF8B4940
461,,0101000020E6100000DD47C906ADDB514095905907518E4940
462,,0101000020E6100000E2BE1FC80BDC5140169E3CD11A904940
463,,0101000020E61000003656629E15DC5140706715EC75904940
464,,0101000020E610000054200E6D5BDB51405378D0ECBA8E4940
465,,0101000020E61000001E64A3BD0BDB51406D945055FC8C4940
466,,0101000020E6100000D6EDA29EF4DA5140745A5C887A8C4940
467,,0101000020E6100000EE073C3080DB51405D386B4B788F4940
468,,0101000020E61000001853FA5374DB514041D7BE805E8F4940
469,,0101000020E6100000D6C6D809AFD951403FADA23F348F4940
470,,0101000020E610000036D5496CADDA5140480DB78D508E4940
471,,0101000020E610000009675CDD56DC5140D6AC33BE2F8E4940
472,,0101000020E6100000A8B34934B7DC51402DCC423BA78D4940
473,,0101000020E61000008E0244C18CDA5140471E882CD28E4940
474,,0101000020E6100000B8109A13EADA5140E91505B0B78E4940
475,,0101000020E6100000B0F4EB9804DC514066D6F786678E4940
476,,0101000020E6100000AFAB6E9AE3D95140E1E4C814BD924940
477,,0101000020E6100000CBA8E8FEA0D95140D7DB662AC4924940
478,,0101000020E61000004708EAEF80D9514007B47405DB924940
479,,0101000020E6100000AD951AEB2CD95140EFEAB01DE7924940
480,,0101000020E61000006364C91C4BD7514049545EE113934940
481,,0101000020E61000004E39701816D75140E2186E652E934940
482,,0101000020E6100000268E3C10D9DA5140DF7C34E6BF8A4940
483,,0101000020E610000073D1353836DA5140FEF8A6446D8A4940
484,,0101000020E6100000082A9952CDD95140C5BF19468B8A4940
485,,0101000020E6100000CD2445BF91D951400DD3AD8D678A4940
486,,0101000020E61000001FBB0B9494DA5140404173E7D38A4940
487,,0101000020E61000005BE7847508DA51408309EDE6F38A4940
488,,0101000020E6100000030F67D96ED751407DE1DFB1E9904940
489,,0101000020E610000095C5B3BA8BD7514071E5EC9DD1904940
490,,0101000020E6100000254A31F614D85140D94933CCBF904940
491,,0101000020E6100000B8B7B64BF6DC514046B64EB747954940
492,,0101000020E6100000B821C66BDEDF5140B3E3D06C688F4940
493,,0101000020E61000003F694D98D5E1514069273916CA8E4940
494,,0101000020E61000008B074AC09EE15140EF5701BEDB8E4940
495,,0101000020E6100000E947C32973DD5140F28F639060914940
496,,0101000020E61000000FC4680CA9D85140DF4037EAD7954940
